,Unnamed: 0,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity,clinic_id
2825,2825,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",мезотерапия 1 анатомическая область с введением геля viscoderm skinko e,198.85,,,,0.0,РЦМРиБ
2826,2826,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",мезотерапия  с введением геля neauvia organic hydro deluxe,269.93,,,,0.0,РЦМРиБ
2827,2827,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",инъекционная контурная коррекция статических морщин при атрофии кожи лица с введением материала коллагенового aliaxin global performance,392.57,,,,0.2599781931675302,РЦМРиБ
2828,2828,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",инъекционная контурная коррекция статических морщин при атрофии кожи лица с введением материала коллагенового aliaxin essential volume,402.56,,,,0.2599781931675302,РЦМРиБ
2829,2829,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",инъекционная контурная коррекция статических морщин при возрастной атрофии кожи лица препаратом соли гиалуроновой кислоты profhilo,458.48,,,,0.2456321752991099,РЦМРиБ
2830,2830,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",мезотерапия  периорбитальной области,127.69,,,,0.0,РЦМРиБ
2831,2831,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",мезотерапия 1 анатомическая область с введением геля rrs ha whitening,170.31,,,,0.0,РЦМРиБ
2832,2832,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",инъекционная контурная коррекция статических морщин при возрастной атрофии кожи лица препаратом соли гиалуроновой кислоты stylage-m,432.87,,,,0.2456321752991099,РЦМРиБ
2833,2833,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция функциональных морщин лобной области препаратом на основе ботулотоксина без учета стоимости препарата,70.0,,,,0.3180786777720593,РЦМРиБ
2834,2834,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция функциональных морщин области переносицы препаратом на основе ботулотоксина без учета стоимости препарата,70.0,,,,0.3180786777720593,РЦМРиБ
2835,2835,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция функциональных морщин периорбитальных областей препаратом на основе ботулотоксина без учета стоимости препарата,70.0,,,,0.3180786777720593,РЦМРиБ
2836,2836,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция функциональных морщин области лба и переносицы препаратом на основе ботулотоксина без учета стоимости препарата,132.0,,,,0.3180786777720593,РЦМРиБ
2837,2837,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","коррекция функциональных морщин области лба, переносицы и периорбитальной зоны препаратом на основе ботулотоксина без учета стоимости препарата",132.0,,,,0.3180786777720593,РЦМРиБ
2838,2838,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция локального гипергидроза подмышечных областей препаратом на основе ботулотоксина без учета стоимости препарата,250.0,,,,0.3180786777720593,РЦМРиБ
2839,2839,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",коррекция локального гипергидроза кистей рук препаратом на основе ботулотоксина без учета стоимости препарата,250.0,,,,0.3180786777720593,РЦМРиБ
2840,2840,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",доплата за препарат для коррекции функциональных морщин,1.62,,,,0.2291529860303367,РЦМРиБ
2841,2841,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",доплата за препарат для коррекции локального гипергидроза,1.62,,,,0.2291529860303367,РЦМРиБ
2842,2842,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",плазмолифтинг с использованием обогащенной тромбоцитами плазмой 1 анатомическая область,328.99,,,,0.2668185409448169,РЦМРиБ
2843,2843,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",плазмолифтинг с использованием аутологичной  плазмы 1 анатомическая область за 2 пробирки,225.54,,,,0.2323244871029688,РЦМРиБ
2844,2844,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция подбородка,23.59,,,,0.0,РЦМРиБ
2845,2845,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция верхней губы,23.61,,,,0.2655144252787931,РЦМРиБ
2846,2846,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция щек,24.1,,,,0.0,РЦМРиБ
2847,2847,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция шеи передняя или задняя поверхность,24.1,,,,0.4484651861300142,РЦМРиБ
2848,2848,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция голеней,91.14,,,,0.0,РЦМРиБ
2849,2849,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция бедер,91.02,,,,0.0,РЦМРиБ
2850,2850,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция ягодиц,58.56,,,,0.0,РЦМРиБ
2851,2851,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция подмышечной области,35.42,,,,0.0,РЦМРиБ
2852,2852,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция области бикини,69.55,,,,0.0,РЦМРиБ
2853,2853,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция области грудной клетки,91.75,,,,0.5674498553995649,РЦМРиБ
2854,2854,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция плеч,59.17,,,,0.0,РЦМРиБ
2855,2855,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотоэпиляция предплечий,59.17,,,,0.0,РЦМРиБ
2856,2856,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотодеструкция интрадермальной гиперпигментации трафарет 5х7см,34.28,,,,0.0,РЦМРиБ
2857,2857,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",удаление единичных сосудистых звездочек / телеангиоэктазий до 4 шт,23.71,,,,0.3589611197185106,РЦМРиБ
2858,2858,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",удаление единичных сосудистых звездочек / телеангиоэктазий за 1 шт свыше 4-х шт,5.25,,,,0.0,РЦМРиБ
2859,2859,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",устранение сосудистых дефектов в области крыльев носа купероз,29.12,,,,0.4603304171949903,РЦМРиБ
2860,2860,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи лица,112.61,,,,0.4884874934973853,РЦМРиБ
2861,2861,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в области щек,70.28,,,,0.4884874934973853,РЦМРиБ
2862,2862,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в лобной области,70.28,,,,0.4884874934973853,РЦМРиБ
2863,2863,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в области носа,40.96,,,,0.3376238785068395,РЦМРиБ
2864,2864,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в подбородочной области,29.12,,,,0.4884874934973853,РЦМРиБ
2865,2865,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в области шеи,70.28,,,,0.4884874934973853,РЦМРиБ
2866,2866,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи в области передней поверхности грудной клетки,91.98,,,,0.3939548924144756,РЦМРиБ
2867,2867,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",фотолечение возрастных изменений кожи тыльной поверхности кистей,68.11,,,,0.4884874934973853,РЦМРиБ
2868,2868,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","фотолечение возрастных изменений в области лица, передней поверхности шеи, декольте, кистей",200.12,,,,0.0,РЦМРиБ
2869,2869,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",неаблятивное лазерное омоложение кожи периорбитальной области глаза,109.84,,,,0.3454128191768207,РЦМРиБ
2870,2870,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",неаблятивное лазерное омоложение кожи щек,110.46,,,,0.4884874934973853,РЦМРиБ
2871,2871,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",неаблятивное лазерное омоложение кожи передней поверхности шеи,110.46,,,,0.4884874934973853,РЦМРиБ
2872,2872,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",неаблятивное лазерное омоложение кожи декольте,150.91,,,,0.4884874934973853,РЦМРиБ
2873,2873,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",неаблятивное лазерное омоложение кожи лица полностью,201.14,,,,0.4884874934973853,РЦМРиБ
2874,2874,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","неаблятивное лазерное омо-ложение кожи лица, передней поверхности шеи",273.07,,,,0.4884874934973853,РЦМРиБ
2875,2875,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","неаблятивное лазерное омоложение кожи лица, передней поверхности шеи, декольте",374.83,,,,0.4884874934973853,РЦМРиБ
2876,2876,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","лазерная коррекция рубцов, растяжек до 2 см",23.27,,,,0.3589611197185106,РЦМРиБ
2877,2877,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","лазерная коррекция шрамов, рубцов за каждый последующий 1 см",11.56,,,,0.0,РЦМРиБ
2878,2878,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерная коррекция растяжек в области ягодиц,170.53,,,,0.0,РЦМРиБ
2879,2879,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерная коррекция растяжек в области живота,169.8,,,,0.0,РЦМРиБ
2880,2880,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерная коррекция растяжек в области груди,159.91,,,,0.0,РЦМРиБ
2881,2881,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерное стимулирование роста волос волосистая часть головы полностью,151.25,,,,0.3250988534019187,РЦМРиБ
2882,2882,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерное стимулирование роста волос лобнотеменная область,93.5,,,,0.3250988534019187,РЦМРиБ
2883,2883,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерное стимулирование роста волос затылочная область,79.38,,,,0.3250988534019187,РЦМРиБ
2884,2884,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",лазерное стимулирование роста волос височные области,79.38,,,,0.3250988534019187,РЦМРиБ
2885,2885,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",сочетание лазерного модуля и модуля ipl в одну процедуру щеки,161.68,,,,0.3011338775601549,РЦМРиБ
2886,2886,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",сочетание лазерного модуля и модуля ipl в одну процедуру шея,160.87,,,,0.3011338775601549,РЦМРиБ
2887,2887,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",сочетание лазерного модуля и модуля ipl в одну процедуру декольте,201.72,,,,0.3011338775601549,РЦМРиБ
2888,2888,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",сочетание лазерного модуля и модуля ipl в одну процедуру лицо полностью,274.42,,,,0.3011338775601549,РЦМРиБ
2889,2889,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","сочетание лазерного модуля и модуля ipl в одну процедуру лицо, шея",436.59,,,,0.3011338775601549,РЦМРиБ
2890,2890,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ","сочетание лазерного модуля и модуля ipl в одну процедуру лицо, шея, декольте",569.61,,,,0.3011338775601549,РЦМРиБ
2891,2891,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",трихоскопия,47.65,,,,0.0,РЦМРиБ
2892,2892,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",дерматоскопия до 3-х элементов,20.44,,,,0.3589611197185106,РЦМРиБ
2893,2893,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",дерматоскопия от 4-х до 10-и эле-ментов,29.13,,,,0.3589611197185106,РЦМРиБ
2894,2894,makaenka17med.by,"КОСМЕТОЛОГИЯ, ДЕРМАТОЛОГИЯ, ТРИХОЛОГИЯ",дерматоскопия свыше 10-и элементов,57.74,,,,0.0,РЦМРиБ
2895,2895,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,акция фотоотбеливание офисное 1 челюсть,149.25,,,,0.0,РЦМРиБ
2896,2896,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,стоматологическое обследование при первичном посещении,10.55,,,,0.4804821564148727,РЦМРиБ
2897,2897,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"профессиональная гигиена ультразвуковое снятие зубных отложений, полировка специальными пастами, фтор-лак, цена за 1 зуб",4.5,,,,0.2027727963634149,РЦМРиБ
2898,2898,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,лечение неосложненного кариеса зубов,60.0,,,,0.0,РЦМРиБ
2899,2899,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"лечение эндодонтическое пульпиты и периодонтиты, за 1 канал без стоимости пломбы",60.0,,,,0.3116069470455612,РЦМРиБ
2900,2900,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"лечение эндодонтическое пульпиты и периодонтиты инструментами waveone gold, за 1 канал без стоимости пломбы",80.0,,,,0.333299933647027,РЦМРиБ
2901,2901,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"коронка металлокерамическая, дополнительно оплачивается временная конструкция и установление стекловолоконного штифта",220.0,,,,0.1645244787630039,РЦМРиБ
2902,2902,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,временная коронка,25.0,,,,0.2349232230114885,РЦМРиБ
2903,2903,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"установка стекловолоконного штифта, за 1 зуб",75.0,,,,0.0,РЦМРиБ
2904,2904,makaenka17med.by,СТОМАТОЛОГИЯ цены на стоматологические услуги указаны от,"коронка безметалловая, коронка на импланте, временная конструкция и установка стекловолоконного штифта оплачивается дополнительно",500.0,,,,0.2405810292966079,РЦМРиБ
2905,2905,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,женский маникюр «классический»,15.0,,,,0.0,РЦМРиБ
2906,2906,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,женский маникюр «классический» комплекс,20.0,,,,0.0,РЦМРиБ
2907,2907,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,женский маникюр «классический»+долговременное покрытие,33.0,,,,0.0,РЦМРиБ
2908,2908,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,мужской маникюр,14.0,,,,0.0,РЦМРиБ
2909,2909,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,мужской маникюр комплекс,18.0,,,,0.0,РЦМРиБ
2910,2910,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,снятие долговременного покрытия,6.0,,,,0.0,РЦМРиБ
2911,2911,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,женский педикюр «классический» комплекс,45.0,,,,0.0,РЦМРиБ
2912,2912,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,женский педикюр «классический»+долговременное покрытие,55.0,,,,0.0,РЦМРиБ
2913,2913,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,мужской педикюр,35.0,,,,0.0,РЦМРиБ
2914,2914,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,долговременное покрытие,17.0,,,,0.0,РЦМРиБ
2915,2915,makaenka17med.by,МАНИКЮР И ПЕДИКЮР,роспись одного ногтя,1.2,,,,0.3283095599603506,РЦМРиБ
2916,2916,medart.by/,"'Лаборатория', 'Анализ крови'",общий анализ крови из вены,24.17,https://medart.by/services/analiz-krovi/obshchiy-analiz-krovi-iz-veny/,"оак, общий анализ крови",общий анализ крови,0.8404554620696101,Медарт
2917,2917,medart.by/,"'Лаборатория', 'Анализ крови'",общий анализ крови из пальца,26.08,https://medart.by/services/analiz-krovi/obshchiy-analiz-krovi-iz-paltsa/,"оак, общий анализ крови",общий анализ крови,0.8404554620696101,Медарт
2918,2918,medart.by/,"'Лаборатория', 'Анализ крови'",анализ крови на группу и резус-фактор,13.92,https://medart.by/services/analiz-krovi/gruppa-i-rezus-faktor/,,,0.4602933019857144,Медарт
2919,2919,medart.by/,"'Лаборатория', 'Анализ крови'",анализ крови на глюкозу экспресс-методом,2.37,https://medart.by/services/analiz-krovi/glyukoza-ekspress-metodom/,,,0.4328866845799567,Медарт
2920,2920,medart.by/,"'Лаборатория', 'Анализ мочи'",анализ мочи по нечипоренко,2.96,https://medart.by/services/analiz-mochi/analiz-mochi-po-nechiporenko/,,,0.5628605441235648,Медарт
2921,2921,medart.by/,"'Лаборатория', 'Анализ мочи'",анализ мочи по зимницкому,12.56,https://medart.by/services/analiz-mochi/analiz-mochi-po-zimnitskomu/,"оам, общий анализ мочи",общий анализ мочи,0.6306869553202432,Медарт
2922,2922,medart.by/,"'Лаборатория', 'Анализ мочи'",общий анализ мочи,5.5,https://medart.by/services/analiz-mochi/obshchiy-analiz-mochi/,"оам, общий анализ мочи",общий анализ мочи,1.0000000000000002,Медарт
2923,2923,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",альбумин в крови,1.29,https://medart.by/services/biokhimicheskiy-analiz-krovi/albumin/,,,0.3166246814315049,Медарт
2924,2924,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",аланинаминотрансфераза алат в крови,2.1,https://medart.by/services/biokhimicheskiy-analiz-krovi/alaninaminotransferaza-alat/,,,0.5023649346731432,Медарт
2925,2925,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",глюкоза в крови,1.2,https://medart.by/services/biokhimicheskiy-analiz-krovi/analiz-krovi-na-glyukozu/,"анализ крови на глюкозу глюкоза в плазме или сыворотке крови сахар крови глюкоза в крови анализ глюкозы в крови натощак анализ сахара в крови glucose, plasma or serum fasting blood glucose fbg fasting plasma glucose blood glucose blood sugar fasting blood sugar fbs",глюкоза в крови glucose,0.7372075041910149,Медарт
2926,2926,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",магний в крови,1.75,https://medart.by/services/biokhimicheskiy-analiz-krovi/tsink-v-krovi/,,,0.4561694289304855,Медарт
2927,2927,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",фосфор в крови,1.44,https://medart.by/services/biokhimicheskiy-analiz-krovi/fosfor-v-krovi/,анализ крови на фосфор неорганический фосфор в крови сывороточный фосфор сывороточный фосфат inorganic phosphate phosphorus serum p po4 phosphate,"фосфор неорганический в крови phosphorus, p",0.6216299472463398,Медарт
2928,2928,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",кальций в крови,1.2,https://medart.by/services/biokhimicheskiy-analiz-krovi/kaltsiy-v-krovi/,,,0.4535109995531176,Медарт
2929,2929,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",аполипопротеин в в крови,3.48,https://medart.by/services/biokhimicheskiy-analiz-krovi/apolipoprotein-v/,апопротеин b апо в,аполипопротеин в apolipoprotein b,0.6109763548739143,Медарт
2930,2930,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",аполипопротеин а-1 в крови,4.7,https://medart.by/services/biokhimicheskiy-analiz-krovi/apolipoprotein-a-1/,апопротеин b апо в,аполипопротеин в apolipoprotein b,0.6109763548739143,Медарт
2931,2931,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",холестерол hdl лпвп в крови,2.73,https://medart.by/services/biokhimicheskiy-analiz-krovi/kholesterol-hdl-lpvp/,,,0.4753307584993519,Медарт
2932,2932,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",железо в крови,3.6,https://medart.by/services/biokhimicheskiy-analiz-krovi/zhelezo-v-krovi/,,,0.3783185817457311,Медарт
2933,2933,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",панкреатическая амилаза в крови,8.59,https://medart.by/services/biokhimicheskiy-analiz-krovi/pankreaticheskaya-amilaza-v-krovi/,анализ крови на панкреатическую амилазу α-амилаза панкреатическая p-амилаза p-тип амилазы,"альфа-амилаза панкреатическая pancreatic alpha-amylase, p-изофермент амилазы",0.6306576882758914,Медарт
2934,2934,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",альфа амилаза прямая в крови,6.62,https://medart.by/services/biokhimicheskiy-analiz-krovi/alfa-amilaza-pryamaya-v-krovi/,,,0.5183668449344437,Медарт
2935,2935,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",ферритин в крови,19.01,https://medart.by/services/biokhimicheskiy-analiz-krovi/ferritin-v-krovi/,анализ крови на ферритин депонированное железо индикатор запасов железа serum ferritin,ферритин ferritin,0.6198786219288364,Медарт
2936,2936,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",ревматоидный фактор в сыворотке крови,6.83,https://medart.by/services/biokhimicheskiy-analiz-krovi/revmatoidnyy-faktor-v-syvorotke-krovi/,,,0.4481473847032921,Медарт
2937,2937,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",анти-0-стрептолизин в сыворотке крови,8.12,https://medart.by/services/biokhimicheskiy-analiz-krovi/anti-0-streptolizin-v-syvorotke-krovi/,,,0.3724671257823133,Медарт
2938,2938,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",трансферрин в крови,17.85,https://medart.by/services/biokhimicheskiy-analiz-krovi/transferrin-v-krovi/,,,0.4586198799306478,Медарт
2939,2939,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",альбумин мочи,4.12,https://medart.by/services/biokhimicheskiy-analiz-krovi/albumin-mochi/,,,0.455990409015027,Медарт
2940,2940,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",crp-высокочувствительный с-реактивный белок срб-hs,10.71,https://medart.by/services/biokhimicheskiy-analiz-krovi/crp-vysokochuvstvitelnyy-s-reaktivnyy-belok-srb-hs-/,"с-реактивный белок ультрачувствительный срб кардио high-sensitivity c-reactive protein hs-crp, quantitative cardio crp high-sensitivity crp ultra-sensitive crp","высокочувствительный с-реактивный белок кардио, срб высокочувствительный, high sensitivity crp, hs-crp",0.8362036074307441,Медарт
2941,2941,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",холестерин в крови,0.8,https://medart.by/services/biokhimicheskiy-analiz-krovi/kholesterin-v-krovi/,"холестерол, холестерин blood cholesterol, cholesterol, chol, cholesterol total","холестерин общий холестерин, cholesterol total",0.6647448969151982,Медарт
2942,2942,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",фосфаза щелочная в крови,1.24,https://medart.by/services/biokhimicheskiy-analiz-krovi/fosfaza-shchelochnaya-v-krovi/,,,0.3578870892355079,Медарт
2943,2943,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",триглицериды в крови,1.05,https://medart.by/services/biokhimicheskiy-analiz-krovi/triglitseridy-v-krovi/,липиды крови нейтральные жиры тг,триглицериды triglycerides,0.6198786219288364,Медарт
2944,2944,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",общий белок в крови,1.24,https://medart.by/services/biokhimicheskiy-analiz-krovi/obshchiy-belok-v-krovi/,общий белок сыворотки крови общий сывороточный белок,общий белок в крови protein total,0.7549117917929777,Медарт
2945,2945,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",мочевина в крови,1.62,https://medart.by/services/biokhimicheskiy-analiz-krovi/mochevina-v-krovi/,диамид угольной кислоты карбамид мочевина в крови азот мочевины,мочевина в крови urea,0.7710530248643357,Медарт
