,Unnamed: 0,index,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity
2747,2747,2830,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,определение днк цитомегаловируса cmv,10.96,Метод ПЦР,анализ крови на антитела к цитомегаловирусу ат-цмв-igg цитомегаловирусная инфекция цмв-инфекция специфические иммуноглобулины класса g к цитомегаловирусу,"anti-cmv-igg антитела класса igg к цитомегаловирусу, цмв, cmv",0.6924039415857648
2748,2748,2831,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,количественное определение днк цитомегаловируса cmv методом пцр в режиме реального времени,21.81,Метод ПЦР,,,0.39483886445484406
2749,2749,2832,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"количественное определение днк u parvum, u urealyticum, m hominis методом пцр в режиме реального времени из уретры",25.87,Метод ПЦР,,,0.36330446670898814
2750,2750,2833,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,определение днк trichomonas vaginalis,12.16,Метод ПЦР,"определение днк трихомонады в урогенитальном соскобе днк трихомонады в урогенитальном соскобе, пцр","трихомонада, определение днк trichomonas vaginalis, dna в соскобе эпителиальных клеток урогенитального тракта",0.6444876567580655
2751,2751,2834,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"количественное определение днк скрин вируса папиломы человека hpv, высокого канцерогенного риска 16,18,31,33,35,39,45,51,52,56,58,59 типов",17.31,Метод ПЦР,определение днк папилломы в ротоглоточном соскобе,"определение днк впч вирус папилломы человека, human papillomavirus, hpv  высокого онкогенного  риска, скрининг 14 типов 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 + квм в соскобе эпителиальных клеток ротоглотки",0.7236967017036646
2752,2752,2835,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"количественное определение днк генотип вируса папилломы человека hpv, высокого канцерогенного риска 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 типов",39.51,Метод ПЦР,определение днк папилломы в ротоглоточном соскобе,"определение днк впч вирус папилломы человека, human papillomavirus, hpv  высокого онкогенного  риска, скрининг 14 типов 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 + квм в соскобе эпителиальных клеток ротоглотки",0.7878871800390093
2753,2753,2836,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,определение днк вируса герпеса 1/2 типа,10.56,Метод ПЦР,,,0.634426215224676
2754,2754,2837,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"мультипрайм определение днк candida albicans, candida glabrata, candida krusei методом пцр в режиме реального времени",23.02,Метод ПЦР,,,0.5077066740736933
2755,2755,2838,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"флороценоз количественное определение днк candida albicans, candida glabrata, candida krusei, candida parapsilosis, candia tropicalis методом пцр в режиме реального времени",23.13,Метод ПЦР,,,0.5152522154916425
2756,2756,2839,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"флороценоз количественное определение днк u parvum, u urealyticum, m hominis методом пцр в режиме реального времени",19.82,Метод ПЦР,,,0.36330446670898814
2757,2757,2840,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"флороценоз аэробы определение днк энтеробактерий, днк стафилококков, днк стрептококков",19.44,Метод ПЦР,,,0.2551731258108645
2758,2758,2841,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,"флороценоз бактериальный вагиноз определение общего количества бактерий, днк лактобацилл, днк гарднерелл, днк атопобиумов",20.7,Метод ПЦР,,,0.3164591927642125
2759,2759,2842,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,качественное определение днк вируса гепатита в,12.29,Метод ПЦР. Чувствительность тест-системы 50 МЕ/мл,,,0.4175921474198246
2760,2760,2843,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,количественное определение днк вируса гепатита в,25.78,Метод ПЦР. Чувствительность тест-системы 150 МЕ/мл,,,0.4464956381613999
2761,2761,2844,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,определение рнк вируса гепатита с,12.39,Метод ПЦР. Чувствительность тест-системы 100 МЕ/мл,,,0.6149936752122027
2762,2762,2845,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,качественное высокочувствительное определение рнк гепатита с методом пцр в режиме реального времени,29.69,Метод ПЦР. Чувствительность тест-системы 10 МЕ/мл (сдается для снятия диагноза ХГС только после терапии спустя год),,,0.37979280672200205
2763,2763,2846,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,количественное определение рнк вируса гепатита с,29.46,Метод ПЦР. Чувствительность тест-системы 300 МЕ/мл,,,0.5453216950637368
2764,2764,2847,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,генотипирование рнк вируса гепатита с,25.55,Метод ПЦР. Чувствительность тест-системы 500 МЕ/мл,,,0.5751523645226446
2765,2765,2848,Synlab.by,ДИАГНОСТИКА ИНФЕКЦИЙ ПЦР,генотипирование рнк вируса с определением субтипа гепатита с,46.52,Метод ПЦР. Чувствительность тест-системы от 5000 МЕ/мл,,,0.502732628832589
2766,2766,2849,Synlab.by,"ДИАГНОСТИКА ИНФЕКЦИЙ мазок, соскоб",определение мико- и уреаплазмы бактериологическим экспресс-методом с полуколичественной оценкой и их аб-чувствительностью,23.36,"Тест позволяет:- выявить, подсчитать и определить чувствительность к антибиотикам двух инфекций (Микоплазма хоминис и Уреаплазма уреалитикум).",,,0.32984381181090405
2767,2767,2850,Synlab.by,"ДИАГНОСТИКА ИНФЕКЦИЙ мазок, соскоб",микробный пейзаж определение микрооганизмов при исследовании отделяемого половых органов с определением аб - чувствительности,61.81,"Тест позволяет:- выявить, подсчитать и определить чувствительность к антибиотикам двух инфекций (Микоплазма хоминис и Уреаплазма уреалитикум).- обнаружить наиболее важные условно патогенные микроорганизмы, выявляемые из вагинальных и уретральных мазков, без определения чувствительность к антибиотикам: Трихомонады, Кишечную палочку, Протей/Провиденцию, Псевдомонады, Гарднереллы, Стафилококки, Энтерококки, Нейссерию гонореи, Стрептококки (группа B) и Кандиды.","genitourinary tract culture, routine aerobic bacteria identification antibiotic susceptibility testing","посев отделяемого половых органов на микрофлору, определение чувствительности к антимикробным препаратам",0.67021899919457
2768,2768,2851,Synlab.by,"ДИАГНОСТИКА ИНФЕКЦИЙ мазок, соскоб",мазок на флору,2.68,Базовое исследование.,,,0.2730746960059716
2769,2769,2852,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование: аспират из полости матки  1 стекло,6.65,Оценка характеристик морфологической структуры клеточных элементов,,,0.5086204416481915
2770,2770,2853,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование гинекологических мазков из цервикального канала 1 стекло,4.26,Оценка характеристик морфологической структуры клеточных элементов,,,0.32120767721272847
2771,2771,2854,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование отделяемого из соска молочной железы 1 стекло,4.26,Оценка характеристик морфологической структуры клеточных элементов,,,0.2737418216294295
2772,2772,2855,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование отпечаток внутриматочной спирали вмс,4.26,Оценка характеристик морфологической структуры клеточных элементов,,,0.38607202168580484
2773,2773,2856,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование гинекологических мазков из шейки матки 1 стекло,5.42,Оценка характеристик морфологической структуры клеточных элементов,,,0.5707558955006614
2774,2774,2857,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование пунктата образования молочной железы 1 стекло,5.74,Оценка характеристик морфологической структуры клеточных элементов,,,0.3259962712292386
2775,2775,2858,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование пунктата щитовидной железы,5.96,Оценка характеристик морфологической структуры клеточных элементов,,,0.42498172750893554
2776,2776,2859,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование пунктата образований мягких тканей 3 стекла,9.35,Оценка характеристик морфологической структуры клеточных элементов,,,0.27902111230301324
2777,2777,2860,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,цитологическое исследование мазок-отпечаток из вульвы 1 стекло,10.76,Оценка характеристик морфологической структуры клеточных элементов,,,0.29305075793957636
2778,2778,2861,Synlab.by,ЦИТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ,жидкостная цитология: исследование соскоба из шейки матки и цервикального канала по системе бетесда технология novaprep,34.42,"Современный цитологический метод, рекомендованный ВОЗ, для проведения скрининга патологии шейки матки",,,0.5953209871823012
2779,2779,2862,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,определение антиспермальных антител iga в сперме mar-тест iga,33.32,Диагностика иммунологических причин бесплодия у мужчин,анализ крови на бруцеллез igа к бруцелле иммуноглобулины iga к антигенам brucella,"бруцелла-iga brucella, iga",0.6563298517073175
2780,2780,2863,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,определение антиспермальных антител igg в сперме mar-тест igg,33.32,Диагностика иммунологических причин бесплодия у мужчин,,,0.5659063256404095
2781,2781,2864,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,подготовка эякулята для внутриматочной инсеминации с использованием набора градиента,150.05,"Подготовка эякулята для ВМИ.Выполняется только в филиале по адресу г. Гродно, ул. Гаспадарчая, 19",,,0.38068759483144715
2782,2782,2865,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,подготовка эякулята для внутриматочной инсеминации с использованием микрожидкостного чипа для сепарации спермы fertile plus,291.22,"Подготовка эякулята для ВМИВыполняется только в филиале по адресу г. Гродно, ул. Гаспадарчая, 19",,,0.2799784801011997
2783,2783,2866,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,"спермограмма микроскопия спермы с лейкоскрином, физико-химические свойства спермы",19.97,Анализ эякулята для установления фертильности мужчины и выявления возможных заболеваний половой системы.,,,0.4101618607879912
2784,2784,2867,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,определение прооксидантной активности с использованием набора oxisperm iihalotech,109.77,Анализ эякулята,,,0.29066535492519147
2785,2785,2868,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,услуга предоставления условий для стимуляции,15.83,Услуга,,,0.0
2786,2786,2869,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,исследование фрагментации днк сперматозоидов,240.19,Анализ эякулята,,,0.3146042682535264
2787,2787,2870,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,посткоитальный тест проба шуварского,8.55,Диагностика бесплодия,,,0.5431250176406165
2788,2788,2871,Synlab.by,ИССЛЕДОВАНИЯ ЭЯКУЛЯТА ЧЕЛОВЕКА И СОКА ПРЕДСТАТЕЛЬНОЙ ЖЕЛЕЗЫ,микроскопия сока предстательной железы,2.61,Микроскопия,,,0.3873031387669683
2789,2789,2872,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,микроскопическая диагностика на выявление патогенных грибов,5.89,Диагностика грибковых заболеваний,,,0.5297824554942817
2790,2790,2873,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,микроскопическая диагностика на выявление демодекса,5.89,Диагностика грибковых заболеваний,,,0.2688405445353684
2791,2791,2874,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,микроскопическая диагностика на выявление чесоточного клеща,5.89,Диагностика грибковых заболеваний,,,0.25545640505036554
2792,2792,2875,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,взятие материала на дерматофиты и дрожжевые грибы из одного очага поражения для исследования микроскопическим методом,9.27,,,,0.29788899586943174
2793,2793,2876,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,культуральное исследование при выделении грибов с изучением морфологических свойств новогрудок,5.85,Диагностика грибковых заболеваний,,,0.3902173929893734
2794,2794,2877,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,микроскопия препаратов нативного материала новогрудок,2.12,Диагностика грибковых заболеваний,,,0.32284967163013134
2795,2795,2878,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,культуральное исследование: обнаружение demodex foliorum homonisв исследуемом материале с забором материала в лаборатории новогрудок,1.7,Диагностика грибковых заболеваний,,,0.3238480370886453
2796,2796,2879,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,культуральное исследование: обнаружение чесоточного клеща в исследуемом материале с забором материала в лаборатории новогрудок,1.7,Диагностика грибковых заболеваний,,,0.29374369731903205
2797,2797,2880,Synlab.by,ДИАГНОСТИКА ГРИБКОВЫХ ЗАБОЛЕВАНИЙ,культуральное исследование при отсутствии грибов новогрудок,5.35,Диагностика грибковых заболеваний,,,0.2859689626561573
2798,2798,2881,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,генетическое исследование материала неразвивающейся беременности методом ngs 1 образец + выделение днк 1 образец,607.21,,,,0.27917056016471936
2799,2799,2882,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,диагностика наследственного гемохроматоза: определения мутаций в гене hfe,45.45,,,,0.26477688125054655
2800,2800,2883,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,цитогенетическое исследование выявлений нарушений количественных и структурных аномалии хромосом в культивированных лимфоцитов периферической крови кариотипирование,215.0,,,,0.23968032081698276
2801,2801,2884,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,молекулярно-генетическая диагностика наследственной неконъюгированной гипербилирубинемии синдром жильбера: ген ugt1a,70.5,,,,0.28217462882171196
2802,2802,2885,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"количественное определение днк вируса папилломы человека 14 типов hpv,высокого канцерогенного риска 16,18,31,33,35,39,45,51,52,56,58,59,66,68, методом пцр в режиме реального времени",27.19,,определение днк папилломы в ротоглоточном соскобе,"определение днк впч вирус папилломы человека, human papillomavirus, hpv  высокого онкогенного  риска, скрининг 14 типов 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 + квм в соскобе эпителиальных клеток ротоглотки",0.745821660841693
2803,2803,2886,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"количественное определение днк вируса папилломы человека 3 типов hpv,6,11 и 44 типов, методом пцр в режиме реального времени",16.09,,,,0.444966705264663
2804,2804,2887,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"количественное определение днк вируса папилломы человека 17 типов hpv,высокого канцерогенного риска 6,11,16,18,31,33,35,39,44,45,51,52,56,58,59,66,68, методом пцр в режиме реального времени",43.28,,определение днк папилломы в ротоглоточном соскобе,"определение днк впч вирус папилломы человека, human papillomavirus, hpv  высокого онкогенного  риска, скрининг 14 типов 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 + квм в соскобе эпителиальных клеток ротоглотки",0.6742149394428661
2805,2805,2888,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,жидкостная цитология: исследование соскоба шейки матки и цервикального канала по системе бетесда технология novaprep,34.42,,,,0.5953209871823012
2806,2806,2889,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"регистрация предварительная и окончательная материала, паспортных данных поступившего пациента и результатов исследования в журналах и банках, а также посредством пэвм",0.71,,,,0.2780349665786687
2807,2807,2890,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,исследование на аэробные и факультативно-анаэробные микроорганизмы в отделяемом воспалительных элементов кожи пустулы,20.66,,,,0.27868666797534375
2808,2808,2891,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"исследование на аэробные и факультативно-анаэробные микроорганизмы в отделяемом урогенитального тракта уретра, половые органы",24.0,,,,0.3476525864858765
2809,2809,2892,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,исследование на аэробные и факультативно-анаэробные микроорганизмы в отделяемом органов чувств глаз,16.75,,,,0.40058797444880934
2810,2810,2893,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,исследование на аэробные и факультативно-анаэробные микроорганизмы в моче полуколичественный метод,14.22,,,,0.3865772478417258
2811,2811,2894,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,исследование на аэробные и факультативно-анаэробные микроорганизмы в мокроте,17.2,,,,0.24021677972519845
2812,2812,2895,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"исследования на аэробные и факультативно-анаэробные микроорганизмы в отделяемом носоглотки, носа, зева",17.97,,,,0.23368820657182404
2813,2813,2896,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,исследования на аэробные и факультативно-анаэробные микроорганизмы в отделяемом ротоглотки зева,17.97,,,,0.2269032903976596
2814,2814,2897,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,микробиологические методы определения чувствительности к антибиотикам с помощью автоматических анализаторов,29.23,,,,0.3894936370721985
2815,2815,2898,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-диагностика предрасположенности к возникновению тромбозов и гипертонических кризов f1, f13a1, f2, f5, f7, f11rs2036914, f112289252, fgg, itgb3, itga2, gpiba, ace alu ins/del, enos 4a/4b, enos g894t, ppard, apoe, ppargcia, agtri",275.4,,,,0.3371547678076887
2816,2816,2899,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-диагностика предрасположенности к венозным тромбозам тромбофлебитам f5, f2, pai-1",36.0,,,,0.4239312383969044
2817,2817,2900,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"анализ генов, связанных с нарушениями нормального физиологического течения беременности, невынашиванием, фетоплацентарной недостаточностью, преэклампсией поздними гестозами 13 генов:f1, f13a1, f2, f5,vegf, hif1a, ace, pai-1, enos 4a/4b, enos g894t, apoe,mthfr c677t, mthfr a1298c",185.4,,,,0.2662263752122256
2818,2818,2901,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"количественная оценка генетического риска невынашивания беременности днк-диагностика предрасположенности к потерям беременности f1, f13a1, f2, f5, f11t/с rs2036914,f11 с/т rs2289252,f7,fgg, itgb3, itga2, gp1ba,vegf, hif1a, epo, cyba, ace, enos 4a/4b, enos g894t, ppard, ppargc1a, apoe, agtr1, mthfr c677t, mthfr a1298c",383.4,,,,0.3043909824220467
2819,2819,2902,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,генная картина генный портрет стоимость указана без разработки оригинал-макета генной картины и без печатных работ,330.84,,,,0.30091150098028935
2820,2820,2903,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"определение генов спортивной одарённости pai-1, mb, epo, vegf",72.0,,,,0.3145945061987646
2821,2821,2904,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-диагностика предрасположенности к высоким спортивным достижениям определение спринтерских и стайерских способностейace, actn3, ucp2, ucp3, pparg, ppara, ppard, bdkrb2, enos 4a/4b, hif1a, ppargc1a",179.1,,,,0.2417166165236355
2822,2822,2905,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-диагностика опасности тромбообразования у женщин, принимающих гормональные контрацептивы f2, f5",18.0,,,,0.4875876314328567
2823,2823,2906,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"выявление неблагоприятных для спорта вариантов генов ampd1, apoe",54.0,,,,0.30091150098028935
2824,2824,2907,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-диагностика предрасположенности к диабету 2 типа kcnj 11, tcf7l2, ucp2, ppara, pparg, ppargc1a, adipoq, gnb3",144.0,,,,0.3030281999971573
2825,2825,2908,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"днк-анализ предрасположенности к остеопорозу к костным переломам vdr apai, vdr bsmi, vdr cdx2, vdr tagi, col1a1 g-441t, lct, col1a2 a/g",126.0,,,,0.2560432231618644
2826,2826,2909,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"количественная оценка генетического риска развития сердечно-сосудистых заболеваний разных нозологий инфаркт миокарда, фибриляция предсердий,флеботромбоз,тэла f1, f13a1, pai-1, fgg, f2, f5, gp6, f11 t/crs2036914, f11 c/trs2289252, hif1a, bdkrb2, ace, mthfr c677t, mthfr a1298c, enos g894t, vegf, ldlr, apoe",268.2,,,,0.41675750712576937
2827,2827,2911,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,выделение дезоксирибонуклеиновой кислоты днк из исследуемого образца,10.8,,,,0.3783810463338961
2828,2828,2912,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,оформление генетического паспорта,9.0,,,,0.3997058354878824
2829,2829,2913,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"hla-типированиеiiкласса drb1,dqa1,dqb1",305.35,,hla-увеиты,"комплексная диагностика увеитов hla-b27, hla-b51, hla-a29 diagnosis of uveitis hla-b27, hla-b51, hla-a29",0.8183069671240002
2830,2830,2914,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,иммуногенетикаil-28в интерлейкин 28в,26.49,,,,0.5
2831,2831,2915,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,определение делеций в локусахazf,59.26,,,,0.3282354464642329
2832,2832,2916,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"определение полиморфизмов генов brca brca 1, brca 2",73.42,,,,0.30091150098028935
2833,2833,2917,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,определение мультикопийного фрагмента y хромосомы плода в крови беременной женщины пол ребенка,102.86,,,,0.5032461776673384
2834,2834,2918,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,определение rhd ген плода в крови беременной женщины резус-фактор плода,107.4,,,,0.4322639062613935
2835,2835,2919,Synlab.by,ДРУГИЕ ИССЛЕДОВАНИЯ,"регистрация материала, паспортных данных пациента и результатов исследования в ооо «биомедика плюс»",0.62,,,,0.2780349665786687
2836,2836,2920,invitro.by,,"экспресс-тест антиген sars-cov-2 в мазке из носоглотки, качественное определение",29.14,,анализ мазка из носоглотки на антиген к новому коронавирусу мазок из носоглотки для качественного определения антигена sars-cov-2 выявление антигена sars-cov-2 в мазках носоглотки качественно качественное определение антигена к коронавирусу sars-cov-2 в мазках со слизистой носоглотки антиген вируса sars-cov-2 в биоматериале мазка из носоглотки,"экспресс-тест антиген sars-cov-2 в мазке из носоглотки, качественное определение sars-cov-2 antigen, qualitative",0.8864278325983822
2837,2837,2921,invitro.by,,"экспресс-тест антиген sars-cov-2 в мазке из носоглотки, качественное определение",34.15,,анализ мазка из носоглотки на антиген к новому коронавирусу мазок из носоглотки для качественного определения антигена sars-cov-2 выявление антигена sars-cov-2 в мазках носоглотки качественно качественное определение антигена к коронавирусу sars-cov-2 в мазках со слизистой носоглотки антиген вируса sars-cov-2 в биоматериале мазка из носоглотки,"экспресс-тест антиген sars-cov-2 в мазке из носоглотки, качественное определение sars-cov-2 antigen, qualitative",0.8864278325983822
2838,2838,2922,invitro.by,,"антитела, количественные, к спайковому s белку sars-cov-2, igg",28.53,,"анализ крови на антитела к sars-cov-2 s-белку, включая rbd, igg, количественное определение антитела класса g к sars-cov-2 s-белку и rbd, количественно anti-sars-cov-2 s protein, including rbd, igg, quantitative anti-sars-cov-2, spike s protein rbd, igg, quantitative","антитела, количественные, к спайковому s белку sars-cov-2, igg  anti-sars-cov-2, spike s protein, igg, quantitative",0.8477336132011174
2839,2839,2923,invitro.by,,"коронавирус sars-cov-2, определение рнк, кач, в мазке со слизистой носоглотки и/или ротоглотки coronavirus sars-cov-2 rna detection, qualitative, in nasopharyngeal and/or oropharyngeal smear для выезда за границу",51.09,,ковид-19 новая коронавирусная инфекция рнк нового коронавируса рнк sars-cov-2 в мазке со слизистой носоглотки и/или ротоглотки,"пцр-тест на коронавирус sars-cov-2, мазок pcr, coronavirus sars-cov-2, nasopharyngeal and oropharyngeal smear",0.6794344876044363
2840,2840,2924,invitro.by,,"антитела к спайковому s белку sars-cov-2, igg, качественное определение оценка иммунитета до и после вакцинации anti-sars-cov-2 s spike protein antibody, igg, qualitative assessment of immunity before and after vaccination",15.82,,выявление igg к спайковому s белку sars-cov-2 качественный анализ после covid-19 и для оценки эффективности вакцинации вакцинным препаратом на основе rbd-домена,"антитела, качественные, к спайковому s белку sars-cov-2, igg;  аnti-sars-cov-2 s spike protein antibody, igg, qualitative",0.8792528234713408
2841,2841,2925,invitro.by,,определение рнк sars-cov-2 в мазке со слизистой носоглотки и/или ротоглотки,49.09,,,,0.5818569220967879
2842,2842,2926,invitro.by,,"антитела к коронавирусу sars-cov-2, igm anti-sars-cov-2, igm",27.69,,"igm антитела к вирусу, вызывающему covid-19 иммуноглобулины класса м к антигенам вируса sars-cov-2 качественный анализ на антитела класса м igм к sars-cov-2","антитела, качественные, к спайковому s белку sars-cov-2, igm; anti-sars-cov-2, s spike protein, qualitative, igm",0.7550788663691912
2843,2843,2927,invitro.by,,"клинический анализ крови: общий анализ, лейкоформула, соэ",9.31,,общий анализ крови оак гемограмма как развернутый анализ крови full blood count fbc complete blood count cbc hemogram cbc with white blood cell differential count peripheral blood smear blood film examination complete blood count cbc with differential white blood cell count cbc with diff,"клинический анализ крови: общий анализ, лейкоформула, соэ с обязательной «ручной» микроскопией мазка крови  ",0.7385308746768113
2844,2844,2928,invitro.by,,общий анализ крови без лейкоцитарной формулы и соэ,6.64,,оак cbc without differential,"анализ крови общий анализ крови без лейкоцитарной формулы и соэ complete blood count, cbc",0.704710347503553
2845,2845,2929,invitro.by,,соэ cкорость оседания эритроцитов,1.27,,реакция оседания эритроцитов роэ,"соэ cкорость оседания эритроцитов, esr",0.8948560360431722
2846,2846,2930,invitro.by,,ретикулоциты,4.7,,анализ крови на ретикулоциты количество ретикулоцитов подсчет количества ретикулоцитов ретикулоцитарный индекс,ретикулоциты reticulocytes,0.7071067811865476
